"date","campaign_id","campaign_name","adgroup_id","adgroup_name","adgroup_targetting_type","adgroup_status","campaign_status","impressions","clicks","ctr","cvr","avg_cpc","ad_spend","units_sold_direct","units_sold_indirect","units_sold_total","direct_revenue","indirect_revenue","total_revenue","roi_direct","roi_indirect","roi_total"
"20260320","CMP1320289","MITERA MARCH 2026","ADG1394106","MITERA MIX 2","Auto Targeting","ADGROUP_STATUS_SCHEDULED","SCHEDULED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260315","CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1320232","KALINI MARCH 2026","ADG1376129","KALINI HIT STYLES /","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","56677","2607","4.6000","0.2700","1.200000","3128.40","4","3","7","3183.4500","2358.9800","5542.4300","1.02000000","0.75000000","1.7700"
"20260316","CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260310","CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260322","CMP1320232","KALINI MARCH 2026","ADG1339634","KALINI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1320232","KALINI MARCH 2026","ADG1320234","HIT STYLES","Auto Targeting","ADGROUP_INDEXED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1140205","SATRANI FEB","ADG1181306","Satrani Saree dis,spec sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260308","CMP1140205","SATRANI FEB","ADG1199938","Clone_of_ Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260321","CMP1299835","SATRANI MARCH","ADG1375434","SATRANI NEW /","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260319","CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260323","CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260303","CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","ADGROUP_INDEXED","DAILY_BUDGET_MET","117813","2307","1.9600","0.1700","1.200000","2768.40","3","1","4","3494.7900","1339.3700","4834.1600","1.26000000","0.48000000","1.7500"
"20260303","CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260314","CMP1299835","SATRANI MARCH","ADG1339686","SATRANI HIT1","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","41360","1708","4.1300","0.1200","1.200000","2049.60","1","1","2","1296.4100","1458.4100","2754.8100","0.63000000","0.71000000","1.3400"
"20260314","CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260317","CMP1299835","SATRANI MARCH","ADG1375414","SATRANI MIX /","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","38566","1261","3.2700","0.4000","1.200000","1513.20","2","3","5","3736.8100","5477.8500","9214.6700","2.47000000","3.62000000","6.0900"
"20260305","CMP1320232","KALINI MARCH 2026","ADG1320234","HIT STYLES","Auto Targeting","ADGROUP_STATUS_SCHEDULED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260310","CMP1320289","MITERA MARCH 2026","ADG1339664","MITERA MIX1","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","33070","949","2.8700","0.5300","1.200000","1138.80","2","3","5","2629.8700","4108.5500","6738.4200","2.31000000","3.61000000","5.9200"
"20260310","CMP1320289","MITERA MARCH 2026","ADG1320547","MITERA NEW STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260310","CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260310","CMP1320232","KALINI MARCH 2026","ADG1320248","MIX STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260315","CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260318","CMP1299835","SATRANI MARCH","ADG1299877","SATRANI MIX","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260318","CMP1320232","KALINI MARCH 2026","ADG1320234","HIT STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1299835","SATRANI MARCH","ADG1375414","SATRANI MIX /","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","48286","1543","3.2000","0.0600","1.200000","1851.60","1","0","1","2115.8800","0.0000","2115.8800","1.14000000","0.00000000","1.1400"
"20260316","CMP1320289","MITERA MARCH 2026","ADG1375706","MITERA MIX /","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","42139","1573","3.7300","0.1900","1.200000","1887.60","2","1","3","3681.4600","1272.3700","4953.8300","1.95000000","0.67000000","2.6200"
"20260316","CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260311","CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260311","CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260301","CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260315","CMP1320232","KALINI MARCH 2026","ADG1320248","MIX STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260302","CMP1140205","SATRANI FEB","ADG1181253","Satrani Saree Hit sku neut 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260312","CMP1320232","KALINI MARCH 2026","ADG1320264","NEW STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260322","CMP1299835","SATRANI MARCH","ADG1350553","Satrani Keyword","Keyword Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260317","CMP1320232","KALINI MARCH 2026","ADG1339645","KALINI HIT STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260323","CMP1320232","KALINI MARCH 2026","ADG1394021","KALINI MIX 2","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","54622","1020","1.8700","0.0000","1.200000","1224.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"20260303","CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","82251","2207","2.6800","0.4100","1.200000","2648.40","6","3","9","4319.7200","2300.0200","6619.7400","1.63000000","0.87000000","2.5000"
"20260318","CMP1299835","SATRANI MARCH","ADG1375414","SATRANI MIX /","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","42024","1262","3.0000","0.6300","1.200000","1514.40","3","5","8","4821.4900","9402.8500","14224.3400","3.18000000","6.21000000","9.3900"
"20260320","CMP1320289","MITERA MARCH 2026","ADG1339665","MITERA NEW STYLES1","Auto Targeting","ADGROUP_STATUS_EXPIRED","SCHEDULED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260315","CMP1320232","KALINI MARCH 2026","ADG1339645","KALINI HIT STYLES","Auto Targeting","ADGROUP_BUDGET_EXHAUSTED","LIVE","60319","1963","3.2500","0.3600","1.200000","2355.60","6","1","7","5220.1000","824.8500","6044.9500","2.22000000","0.35000000","2.5700"
"20260305","CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1320289","MITERA MARCH 2026","ADG1375694","MITERA NEW STYLES /","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","65833","1504","2.2800","0.0700","1.200000","1804.80","0","1","1","0.0000","1342.9000","1342.9000","0.00000000","0.74000000","0.7400"
"20260316","CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260302","CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260304","CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","74542","2108","2.8300","0.6200","1.200000","2529.60","3","10","13","2621.8600","7522.8200","10144.6800","1.04000000","2.97000000","4.0100"
"20260308","CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","ADGROUP_BUDGET_EXHAUSTED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1299835","SATRANI MARCH","ADG1350553","Satrani Keyword","Keyword Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260322","CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1299835","SATRANI MARCH","ADG1299877","SATRANI MIX","Auto Targeting","ADGROUP_BUDGET_EXHAUSTED","ON_HOLD","76234","2522","3.3100","0.2000","1.200000","3026.40","2","3","5","2298.0900","4060.4900","6358.5800","0.76000000","1.34000000","2.1000"
"20260306","CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1320232","KALINI MARCH 2026","ADG1320264","NEW STYLES","Auto Targeting","ADGROUP_STATUS_SCHEDULED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260321","CMP1320289","MITERA MARCH 2026","ADG1375694","MITERA NEW STYLES /","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260319","CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260307","CMP1140205","SATRANI FEB","ADG1143256","Satrani Saree slow hit sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260309","CMP1140205","SATRANI FEB","ADG1181306","Satrani Saree dis,spec sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260323","CMP1320232","KALINI MARCH 2026","ADG1339645","KALINI HIT STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260323","CMP1320232","KALINI MARCH 2026","ADG1339634","KALINI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260314","CMP1318141","SANGRIA MARCH 2026","ADG1318545","AAY STYLES","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","23749","851","3.5800","0.2400","1.200000","1021.20","2","0","2","2433.1500","0.0000","2433.1500","2.38000000","0.00000000","2.3800"
"20260309","CMP1320232","KALINI MARCH 2026","ADG1339634","KALINI NEW","Auto Targeting","ADGROUP_STATUS_SCHEDULED","SCHEDULED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260309","CMP1140205","SATRANI FEB","ADG1181248","Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_ABORTED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260313","CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260318","CMP1320232","KALINI MARCH 2026","ADG1339634","KALINI NEW","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260318","CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","115294","2610","2.2600","0.3100","1.200000","3132.00","5","3","8","5165.7200","2470.4800","7636.2000","1.65000000","0.79000000","2.4400"
"20260318","CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260304","CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","64748","2525","3.9000","0.4800","1.200000","3030.00","7","5","12","10078.3200","5281.1400","15359.4600","3.33000000","1.74000000","5.0700"
"20260304","CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","LIVE","73406","2540","3.4600","0.2000","1.200000","3048.00","4","1","5","4788.9900","847.0000","5635.9900","1.57000000","0.28000000","1.8500"
"20260308","CMP1318141","SANGRIA MARCH 2026","ADG1318143","SANGRIA","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","31007","849","2.7400","0.5900","1.200000","1018.80","3","2","5","4698.3100","1978.2700","6676.5800","4.61000000","1.94000000","6.5500"
"20260307","CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1318141","SANGRIA MARCH 2026","ADG1318545","AAY STYLES","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","25561","846","3.3100","0.3500","1.200000","1015.20","2","1","3","1836.3600","1359.3200","3195.6700","1.81000000","1.34000000","3.1500"
"20260320","CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","ADGROUP_STATUS_EXPIRED","SCHEDULED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260321","CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260321","CMP1320232","KALINI MARCH 2026","ADG1376136","KALINI NEW STYELS /","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260323","CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260311","CMP1320232","KALINI MARCH 2026","ADG1339645","KALINI HIT STYLES","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","59325","2109","3.5600","0.3300","1.200000","2530.80","4","3","7","3522.9000","2249.4300","5772.3300","1.39000000","0.89000000","2.2800"
"20260309","CMP1140205","SATRANI FEB","ADG1245986","HIT SKU 23 TO 26 FEB","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260309","CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260309","CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260309","CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260305","CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","ADGROUP_STATUS_LIVE","LIVE","61656","2524","4.0900","0.8300","1.200000","3028.80","11","10","21","15522.9600","16160.8200","31683.7800","5.13000000","5.34000000","10.4600"
"20260305","CMP1320232","KALINI MARCH 2026","ADG1320248","MIX STYLES","Auto Targeting","ADGROUP_STATUS_SCHEDULED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260310","CMP1140205","SATRANI FEB","ADG1181248","Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260320","CMP1318141","SANGRIA MARCH 2026","ADG1318143","SANGRIA","Auto Targeting","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260316","CMP1299835","SATRANI MARCH","ADG1375434","SATRANI NEW /","Auto Targeting","ADGROUP_STATUS_DAILY_BUDGET_MET","DAILY_BUDGET_MET","43266","1551","3.5800","0.3200","1.200000","1861.20","0","5","5","0.0000","10034.5000","10034.5000","0.00000000","5.39000000","5.3900"
"20260302","CMP1140205","SATRANI FEB","ADG1143135","Satrani Saree dis,spec sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"20260306","CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","ADGROUP_STATUS_EXPIRED","ON_HOLD","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
