"campaign_id","campaign_name","adgroup_id","adgroup_name","adgroup_targetting_type","product_id","product_name","adgroup_status","campaign_status","impressions","clicks","ctr","cvr","avg_cpc","budget_spend","units_sold_direct","units_sold_indirect","units_sold_total","direct_revenue","indirect_revenue","total_revenue","roi_direct","roi_indirect","roi_total"
"CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","29558904","KALINI Woven Design Zari Silk Blend Banarasi Republic Day Saree","ADGROUP_STATUS_EXPIRED","LIVE","3269","57","1.7400","0.0000","1.200000","68.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","30818579","Satrani Ethnic Motifs Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","3371","106","3.1400","0.0000","1.200000","127.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","36078087","Satrani Bandhani Printed Embroidered Detail Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1299837","GROW REVENUE RECOMM.","Auto Targeting","30171122","KALINI Ethnic Motifs Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","3704","87","2.3500","0.0000","1.200000","104.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","35269156","Mitera Woven Design Floral Print Zari Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","LIVE","774","9","1.1600","0.0000","1.200000","10.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1143430","Kalini Saree Feb - 2026","ADG1246115","NEW PROMOTE","Auto Targeting","39659042","KALINI Ethnic Motifs Silk Blend Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","2","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","24762074","Satrani Leheriya Printed Embroidered Leheriya Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","4651","258","5.5500","0.0000","1.200000","309.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","40091043","KALINI Tie and Dye Linen Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","253","12","4.7400","0.0000","1.200000","14.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","39656782","Satrani Embellished Embroidered Pure Georgette Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","901","11","1.2200","0.0000","1.200000","13.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","40091065","KALINI Tie and Dye Linen Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","2762","84","3.0400","0.0000","1.200000","100.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","33279453","Satrani Embellished Sequinned Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","31621527","KALINI Ethnic Motifs Woven Design Zari  Banarasi Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","229","4","1.7500","0.0000","1.200000","4.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","37863672","Satrani Ethnic Motifs Zari Art Silk Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","39659047","KALINI Floral Linen Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","8326","119","1.4300","0.0000","1.200000","142.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","33466672","Satrani Striped Woven Design Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1299893","SATRANI NEW","Auto Targeting","39656780","Satrani Floral Supernet Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","866","23","2.6600","0.0000","1.200000","27.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1318545","AAY STYLES","Auto Targeting","33185368","all about you Ethnic Motifs Foil Printed Zari Pure Georgette Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","2556","63","2.4600","0.0000","1.200000","75.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1299853","SATRANI HIT","Auto Targeting","35274597","Satrani Checked Woven Design Zari Saree","ADGROUP_STATUS_EXPIRED","LIVE","2852","79","2.7700","1.2700","1.200000","94.80","0","1","1","0.0000","699.1300","699.1300","0.00000000","7.37000000","7.3700"
"CMP1140205","SATRANI FEB","ADG1181248","Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","32127596","Satrani Women Embellished Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","34749225","Satrani Ethnic Motifs Sequinned Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","38136867","Satrani Leheriya Embroidered Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","34749274","Satrani Kalamkari Printed Sequinned  Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","36078049","Satrani Embellished Embroidered Sequinned Organza Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","40091527","Satrani Woven Design Silk Blend Fusion Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39664055","Satrani Ethnic Motifs Embroidered Pure Georgette Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","34171512","KALINI Floral Printed Saree  With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","1237","38","3.0700","0.0000","1.200000","45.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","26650702","Mitera Striped Zari Poly Georgette Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","LIVE","5855","193","3.3000","0.5200","1.200000","231.60","0","1","1","0.0000","1339.3700","1339.3700","0.00000000","5.78000000","5.7800"
"CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","21932486","Satrani Ethnic Motifs Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1246001","NEW & NEUTRAL 23 TO 26","Auto Targeting","38136953","Satrani Ethnic Motifs Embroidered Silk Blend Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","55","2","3.6400","0.0000","1.200000","2.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","36078047","Satrani Embellished Embroidered Tissue Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1143256","Satrani Saree slow hit sku 1 to 8 Feb.","Auto Targeting","36994353","Satrani Floral Embroidered Tissue Saree With Blouse Piece","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39657709","Satrani Floral Embroidered Silk Blend Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1143430","Kalini Saree Feb - 2026","ADG1246115","NEW PROMOTE","Auto Targeting","40091102","KALINI Woven Design Zari Silk Blend Fusion Paithani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","2","0","0.0000",,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39656293","Satrani Checked Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","36379169","Satrani Embellished Embroidered Tissue Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","27525696","Satrani Ethnic Motifs Woven Design Zari Paithani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1311686","MITERA","Auto Targeting","35269197","Mitera Floral Printed Zari Ready to Wear Saree With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","669","5","0.7500","0.0000","1.200000","6.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","33854877","Satrani Floral Printed Pure Linen Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181248","Satrani Saree Hit sku 9 to 12 Feb.","Auto Targeting","28931300","Satrani Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39656769","Satrani Embellished Embroidered Pure Georgette Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","34810688","Satrani Bandhani Sequinned Pure Georgette Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1311673","KALINI","Auto Targeting","40091045","KALINI Woven Design Zari Silk Blend Fusion Saree","ADGROUP_STATUS_EXPIRED","LIVE","44","2","4.5500","0.0000","1.200000","2.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1143235","Satrani Saree Hit sku 1 to 8 Feb.","Auto Targeting","34516728","Satrani Striped Zari Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","40099878","Satrani Embellished Embroidered Pure Silk Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39656824","Satrani Floral Embroidered Supernet Designer Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","35271876","Satrani Floral Printed Zari Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1246031","NEW & PUSH 23 TO 26","Auto Targeting","40091564","Satrani Woven Design Zari Silk Blend Fusion Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","217","3","1.3800","0.0000","1.200000","3.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","39658488","KALINI Ethnic Motifs Zari Silk Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","3782","99","2.6200","1.0100","1.200000","118.80","1","0","1","820.4900","0.0000","820.4900","6.91000000","0.00000000","6.9100"
"CMP1140205","SATRANI FEB","ADG1231597","Satrani Saree new sku 1 to 8 Feb.","Auto Targeting","39656226","Satrani Embroidered Pure Georgette Designer Bandhani Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1140207","SATRANI SAREE - HIT STYLE","Auto Targeting","36769020","Satrani Women Woven Design Zari Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","39658489","KALINI Ethnic Motifs Zari Silk Blend Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","14926","452","3.0300","0.4400","1.200000","542.40","2","0","2","1789.5100","0.0000","1789.5100","3.30000000","0.00000000","3.3000"
"CMP1140205","SATRANI FEB","ADG1231585","Satrani Saree hit sku 20 to 22 Feb.","Auto Targeting","31876458","Satrani Sequinned Shimmer Net Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1143235","Satrani Saree Hit sku 1 to 8 Feb.","Auto Targeting","36078110","Satrani Women Ethnic Motifs Embroidered Sequinned Tissue Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","38992868","KALINI Floral Saree","ADGROUP_STATUS_EXPIRED","LIVE","2848","82","2.8800","0.0000","1.200000","98.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","38992865","KALINI Floral Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","2471","59","2.3900","0.0000","1.200000","70.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1320483","KALINI NEW STYELS","Auto Targeting","40091096","KALINI Ethnic Motifs Zari Silk Blend Handloom Paithani Saree","ADGROUP_STATUS_EXPIRED","LIVE","1771","28","1.5800","0.0000","1.200000","33.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","32402131","Satrani Women Embroidered Saree With Blouse Piece","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","30726512","Mitera Ethnic Motifs Zari Designer Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","3694","84","2.2700","0.0000","1.200000","100.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1320234","HIT STYLES","Auto Targeting","29558910","KALINI Woven Design Zari Silk Blend Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","1168","19","1.6300","10.5300","1.200000","22.80","2","0","2","1500.9300","0.0000","1500.9300","65.83000000","0.00000000","65.8300"
"CMP1320289","MITERA MARCH 2026","ADG1320547","MITERA NEW STYLES","Auto Targeting","39660473","Mitera Ethnic Motifs Embroidered Pure Chiffon Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","6043","181","3.0000","0.0000","1.200000","217.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","23193772","Mitera Red Striped Embroidered Saree","ADGROUP_STATUS_EXPIRED","LIVE","8939","258","2.8900","0.0000","1.200000","309.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1181253","Satrani Saree Hit sku neut 9 to 12 Feb.","Auto Targeting","36994355","Satrani Ethnic Motifs Embellished Embroidered Tissue Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320232","KALINI MARCH 2026","ADG1320264","NEW STYLES","Auto Targeting","39659045","KALINI Woven Design Zari Silk Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","6633","146","2.2000","0.0000","1.200000","175.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1181316","Satrani Saree new sku 9 to 12 Feb.","Auto Targeting","39656840","Satrani Embellished Sequinned Pure Georgette Heavy Work Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1299835","SATRANI MARCH","ADG1339697","SATRANI NEW1","Auto Targeting","39655784","Satrani Embellished Embroidered Pure Chiffon Heavy Work Saree","ADGROUP_STATUS_EXPIRED","LIVE","2471","38","1.5400","5.2600","1.200000","45.60","2","0","2","3897.2800","0.0000","3897.2800","85.47000000","0.00000000","85.4700"
"CMP1318141","SANGRIA MARCH 2026","ADG1318143","SANGRIA","Auto Targeting","39658007","Sangria Woven Design Bandhani Sarees","ADGROUP_STATUS_EXPIRED","LIVE","5077","198","3.9000","0.0000","1.200000","237.60","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","29907603","KALINI Woven Design Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","2187","53","2.4200","1.8900","1.200000","63.60","1","0","1","899.1400","0.0000","899.1400","14.14000000","0.00000000","14.1400"
"CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","33598145","Mitera Abstract Printed Pure Cotton Ready to Wear Saree","ADGROUP_STATUS_EXPIRED","LIVE","467","10","2.1400","0.0000","1.200000","12.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320289","MITERA MARCH 2026","ADG1320292","MITERA MIX","Auto Targeting","35269197","Mitera Floral Printed Zari Ready to Wear Saree With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","457","2","0.4400","0.0000","1.200000","2.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1339697","SATRANI NEW1","Auto Targeting","39656979","Satrani Embellished Silk Blend Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1140205","SATRANI FEB","ADG1231610","Satrani Saree med sku 20 to 22 Feb.","Auto Targeting","36379183","Satrani Embellished Embroidered Tissue Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
"CMP1320289","MITERA MARCH 2026","ADG1320547","MITERA NEW STYLES","Auto Targeting","39657045","Mitera Ethnic Motifs Linen Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","261","2","0.7700","0.0000","1.200000","2.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320289","MITERA MARCH 2026","ADG1339665","MITERA NEW STYLES1","Auto Targeting","39660466","Mitera Floral Poly Georgette Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","4670","51","1.0900","0.0000","1.200000","61.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","31621533","KALINI Ethnic Motifs Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","1278","27","2.1100","0.0000","1.200000","32.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","35269211","KALINI Woven Design Zari Saree With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","6254","89","1.4200","0.0000","1.200000","106.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1339686","SATRANI HIT1","Auto Targeting","30818579","Satrani Ethnic Motifs Woven Design Zari Banarasi Saree","ADGROUP_STATUS_EXPIRED","LIVE","1745","46","2.6400","0.0000","1.200000","55.20","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1350553","Satrani Keyword","Keyword Targeting","31965539","Satrani Beads and Stones Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","LIVE","2285","69","3.0200","0.0000","1.200000","82.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1339686","SATRANI HIT1","Auto Targeting","38136952","Satrani Embellished Embroidered Silk Blend Designer Saree","ADGROUP_STATUS_EXPIRED","LIVE","2887","136","4.7100","0.7400","1.200000","163.20","1","0","1","1469.6400","0.0000","1469.6400","9.01000000","0.00000000","9.0100"
"CMP1320289","MITERA MARCH 2026","ADG1339664","MITERA MIX1","Auto Targeting","39661624","Mitera Floral Embroidered Linen Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","851","27","3.1700","0.0000","1.200000","32.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","34171512","KALINI Floral Printed Saree  With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","2563","62","2.4200","0.0000","1.200000","74.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1339645","KALINI HIT STYLES","Auto Targeting","33768593","KALINI Women Blue Floral Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","LIVE","2384","76","3.1900","3.9500","1.200000","91.20","0","3","3","0.0000","2661.5400","2661.5400","0.00000000","29.18000000","29.1800"
"CMP1320289","MITERA MARCH 2026","ADG1339664","MITERA MIX1","Auto Targeting","35269197","Mitera Floral Printed Zari Ready to Wear Saree With Unstiched Blouse Piece","ADGROUP_STATUS_EXPIRED","LIVE","749","4","0.5300","0.0000","1.200000","4.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1299835","SATRANI MARCH","ADG1350553","Satrani Keyword","Keyword Targeting","34013038","Satrani Embellished Embroidered Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","LIVE","2011","90","4.4800","0.0000","1.200000","108.00","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320289","MITERA MARCH 2026","ADG1339665","MITERA NEW STYLES1","Auto Targeting","39661574","Mitera Checked Linen Blend Saree","ADGROUP_STATUS_EXPIRED","LIVE","1035","19","1.8400","0.0000","1.200000","22.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1318141","SANGRIA MARCH 2026","ADG1318143","SANGRIA","Auto Targeting","40091389","Sangria Woven Design Saree with Unstitched Blouse","ADGROUP_STATUS_EXPIRED","LIVE","948","17","1.7900","0.0000","1.200000","20.40","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1320232","KALINI MARCH 2026","ADG1339638","KALINI MIX STYLES","Auto Targeting","32649957","KALINI Bandhani Printed Pure Chiffon Saree","ADGROUP_STATUS_EXPIRED","LIVE","1443","19","1.3200","0.0000","1.200000","22.80","0","0","0","0.0000","0.0000","0.0000","0.00000000","0.00000000","0.0000"
"CMP1140205","SATRANI FEB","ADG1231621","Satrani Saree med1 sku 20 to 22 Feb.","Auto Targeting","36768818","Satrani Floral Embroidered Pure Georgette Saree","ADGROUP_STATUS_EXPIRED","CAMPAIGN_EXPIRED","0","0",,,,"0.00","0","0","0","0.0000","0.0000","0.0000",,,
